year,district,month,Outbreak status,date,PCODE,month_num,sin_month,cos_month,monsoon_phase_First_Inter_Monsoon,monsoon_phase_SW_Monsoon,monsoon_phase_Second_Inter_Monsoon,monsoon_phase_NE_Monsoon,rainfall_mm,r3h,rfq,rain_lag1,rain_lag2,rfq_lag1,lat,lon,humidity,wind_speed,temp_lag1,humidity_lag1,wind_lag1,buffalo_density,livestock_density,nino34,nino34_lag3,iod_dmi,iod_dmi_lag2,neighbor_outbreak_lag1,neighbor_outbreak_count_lag1,neighbor_outbreak_fraction_lag1,neighbor_outbreak_lag2,Cases,Deaths,severity_score,severity_class
2020,Kalutara,February,0,2/1/2020,LK13,2,0.8660254037844386,0.5000000000000001,0,0,0,1,36.5769219999999,478.326949999999,39.4400503333333,74.5,227.134617,60.2209573333333,6.5854,80.1794,77.61,1.92,26.65,79.27,2.12,6.823756408691406,16.028504943847658,27.12,27.22,0.054,0.243,0.0,0,0.0,0.0,0,0,0.0,NONE
2020,Kandy,February,0,2/1/2020,LK21,2,0.8660254037844386,0.5000000000000001,0,0,0,1,17.1833338,526.000023333333,26.2242303333333,42.216668,322.466666,29.9565576666666,7.2906,80.6337,85.19,2.61,23.26,88.25,2.35,1.4824266052246091,13.558642425537109,27.12,27.22,0.054,0.243,0.0,0,0.0,0.0,0,0,0.0,NONE
2020,Kegalle,February,0,2/1/2020,LK92,2,0.8660254037844386,0.5000000000000001,0,0,0,1,16.9272729,357.521216666666,27.3756313333333,30.218183,188.872733,36.7847583333333,7.2513,80.3464,85.19,2.61,23.26,88.25,2.35,1.2549077987670898,6.706620216369629,27.12,27.22,0.054,0.243,0.0,0,0.0,0.0,0,0,0.0,NONE
2020,Kilinochchi,February,0,2/1/2020,LK42,2,0.8660254037844386,0.5000000000000001,0,0,0,1,15.1846152,424.574376666666,57.5358123333333,16.7230767,263.107688,35.448647,9.3803,80.377,74.32,4.81,26.67,76.81,4.32,3.3923297119140625,33.018716430664064,27.12,27.22,0.054,0.243,0.0,0,0.0,0.0,778,0,793.0,HIGH
2020,Kurunegala,February,0,2/1/2020,LK61,2,0.8660254037844386,0.5000000000000001,0,0,0,1,11.8607594,342.303799999999,34.283929,17.1962026,205.898742,33.51064,7.4863,80.3647,85.19,2.61,23.26,88.25,2.35,4.426531561489763,33.178004823882006,27.12,27.22,0.054,0.243,0.0,0,0.0,0.0,0,0,0.0,NONE
2020,Mannar,February,0,2/1/2020,LK43,2,0.8660254037844386,0.5000000000000001,0,0,0,1,15.7230767,572.451233333333,61.3406916666666,13.9999998999999,374.79999,24.0122096666666,8.981,79.9044,75.46,4.32,26.1,79.93,3.91,2.1872926794964336,36.19938294783883,27.12,27.22,0.054,0.243,0.0,0,0.0,0.0,56,0,61.0,LOW
2020,Matale,February,0,2/1/2020,LK22,2,0.8660254037844386,0.5000000000000001,0,0,0,1,17.2089557,664.462656666666,28.048781,33.7611937,432.746265,25.6524646666666,7.4675,80.6234,85.19,2.61,23.26,88.25,2.35,1.8434021991232168,12.042569201925527,27.12,27.22,0.054,0.243,0.0,0,0.0,0.0,0,0,0.0,NONE
2020,Matara,February,0,2/1/2020,LK32,2,0.8660254037844386,0.5000000000000001,0,0,0,1,38.23077,454.461586666666,41.3880626666666,60.256409,250.948716,47.3748423333333,5.9549,80.555,79.61,3.84,26.77,80.71,3.58,4.985255105154855,11.821764264787946,27.12,27.22,0.054,0.243,0.0,0,0.0,0.0,0,0,0.0,NONE
2020,Monaragala,February,0,2/1/2020,LK82,2,0.8660254037844386,0.5000000000000001,0,0,0,1,24.467742,605.130853333333,35.3809413333333,58.32258,357.79033,38.6411633333333,6.8728,81.3507,87.84,2.18,22.82,89.56,2.04,4.534113103693182,10.68752774325284,27.12,27.22,0.054,0.243,0.0,0,0.0,0.0,8,0,13.0,LOW
2020,Mullaitivu,February,0,2/1/2020,LK45,2,0.8660254037844386,0.5000000000000001,0,0,0,1,17.0243897,452.487793333333,70.3749313333333,18.414634,278.780488,34.0674146666666,9.2671,80.8128,74.32,4.81,26.67,76.81,4.32,1.2110046239999623,50.0917747937716,27.12,27.22,0.054,0.243,0.0,0,0.0,0.0,412,0,422.0,MEDIUM
