Event ID,Disease,Serotype,latitude,longitude,Locality,Country,Region,observation date,report date,Species,Diagnosis Source,Humans Affected,Human Deaths,Diagnosis Status
UNFAO-HQ-42101,Lumpy skin disease,,39.428312,9.613409,187135 VILLAPUTZU,Italy,Europe,2026-04-15,2026-04-16,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-HQ-42359,Lumpy skin disease,,39.347847,9.577812,187130MURAVERA,Italy,Europe,2026-04-14,2026-04-17,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-HQ-42091,Lumpy skin disease,,39.33943,9.566,186705 MURAVERA,Italy,Europe,2026-04-14,2026-04-16,Domestic - Cattle,National authorities,,,Confirmed
UNFAO-HQ-44207,Lumpy skin disease,,13.168341,103.243307,187958PREAK LUOGN COMMUNE,Cambodia,Asia,2026-03-29,2026-04-28,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-431924,Lumpy skin disease,,42.487081,-0.11225,182612FISCAL,Spain,Europe,2026-02-27,2026-03-03,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-431720,Lumpy skin disease,,42.488549,-0.110845,182270FISCAL,Spain,Europe,2026-02-13,2026-03-02,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-426601,Lumpy skin disease,,42.947077,0.959417,177507ARIÈGE,France,Europe,2025-12-31,2026-01-12,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-425218,Lumpy skin disease,,42.967137,1.909978,176303PAMIERS,France,Europe,2025-12-29,2026-01-02,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-427268,Lumpy skin disease,,42.373191,2.893808,176806ALT EMPORDA (FIGUERES),Spain,Europe,2025-12-23,2026-01-19,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-424749,Lumpy skin disease,,42.978929,0.748399,175662SAINT-GAUDENS,France,Europe,2025-12-20,2025-12-22,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-431905,Lumpy skin disease,,4.191276,100.758735,182010PT 2258 FELCRA GUGUSAN LEKIR,Malaysia,Asia,2025-12-19,2026-03-04,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-424750,Lumpy skin disease,,42.539663,2.613216,175660CÉRET,France,Europe,2025-12-16,2025-12-22,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-424752,Lumpy skin disease,,42.649444,2.396255,174722PRADES,France,Europe,2025-12-12,2025-12-22,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-423104,Lumpy skin disease,,43.116041,1.397057,174024PAMIERS,France,Europe,2025-12-08,2025-12-10,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-424001,Lumpy skin disease,,43.088034,0.985774,174427SAINT-GAUDENS,France,Europe,2025-12-07,2025-12-12,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-423103,Lumpy skin disease,,43.297579,0.293031,174025TARBES,France,Europe,2025-12-06,2025-12-10,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-424751,Lumpy skin disease,,43.11067,2.270267,174821LIMOUX,France,Europe,2025-12-05,2025-12-22,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-421741,Lumpy skin disease,,47.201434,5.840909,172693BESANÇON,France,Europe,2025-11-27,2025-12-01,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-421632,Lumpy skin disease,,42.41569,2.487739,172386CÉRET,France,Europe,2025-11-26,2025-11-28,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-421742,Lumpy skin disease,,42.615165,2.459242,172692PRADES,France,Europe,2025-11-25,2025-12-01,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-421349,Lumpy skin disease,,42.649746,2.422529,172082PRADES,France,Europe,2025-11-24,2025-11-27,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-420728,Lumpy skin disease,,42.613526,2.490823,170992PRADES,France,Europe,2025-11-18,2025-11-21,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-420729,Lumpy skin disease,,42.566058,2.524515,170990PRADES,France,Europe,2025-11-18,2025-11-21,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-420534,Lumpy skin disease,,42.601299,2.485882,170366PRADES,France,Europe,2025-11-13,2025-11-17,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-425185,Lumpy skin disease,,36.484467,9.057254,175973AIN DEFALI,Tunisia,Africa,2025-11-11,2025-12-26,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-419016,Lumpy skin disease,,42.522269,3.001465,169355CÉRET,France,Europe,2025-11-09,2025-11-10,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-419017,Lumpy skin disease,,47.009138,5.721092,169295DOLE,France,Europe,2025-11-07,2025-11-10,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-419018,Lumpy skin disease,,42.522166,2.215155,169283PRADES,France,Europe,2025-11-05,2025-11-10,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-427566,Lumpy skin disease,,3.690833,103.1764,177324LADANG DELIMA GAMBANG KM 22 LEBUHRAYA TUN ABDUL RAZAK 26300 GAMBANG,Malaysia,Asia,2025-11-04,2026-01-21,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-419019,Lumpy skin disease,,42.548319,2.399184,169277PRADES,France,Europe,2025-11-03,2025-11-10,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-418275,Lumpy skin disease,,42.61782,2.495403,168777PRADES,France,Europe,2025-11-01,2025-11-06,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-417848,Lumpy skin disease,,42.460836,2.447824,168319CÉRET,France,Europe,2025-10-29,2025-11-04,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-417523,Lumpy skin disease,,40.090098,8.720283,167817PAULILATINO,Italy,Europe,2025-10-27,2025-10-29,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-417982,Lumpy skin disease,,40.19251,9.094149,168524OLZAI,Italy,Europe,2025-10-25,2025-11-05,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-417556,Lumpy skin disease,,42.55447,2.56569,167988CÉRET,France,Europe,2025-10-25,2025-10-30,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-417983,Lumpy skin disease,,40.18562,9.10301,168523OLZAI,Italy,Europe,2025-10-25,2025-11-05,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-425186,Lumpy skin disease,,36.085081,9.578157,175972OULED FRADJ,Tunisia,Africa,2025-10-24,2025-12-26,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-417478,Lumpy skin disease,,47.01393,5.729117,167546DOLE,France,Europe,2025-10-24,2025-10-27,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-417476,Lumpy skin disease,,42.548884,2.282419,167549PRADES,France,Europe,2025-10-24,2025-10-27,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-417524,Lumpy skin disease,,40.07977,9.37082,167816ORGOSOLO,Italy,Europe,2025-10-23,2025-10-29,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-417477,Lumpy skin disease,,42.464879,2.223496,167547PRADES,France,Europe,2025-10-22,2025-10-27,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-417479,Lumpy skin disease,,46.987742,5.693966,167411DOLE,France,Europe,2025-10-21,2025-10-27,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-417248,Lumpy skin disease,,47.011402,5.736306,167049DOLE,France,Europe,2025-10-18,2025-10-23,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-417246,Lumpy skin disease,,42.440158,2.535608,167055CÉRET,France,Europe,2025-10-18,2025-10-23,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-417245,Lumpy skin disease,,42.545325,2.59246,167057CÉRET,France,Europe,2025-10-18,2025-10-23,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-417247,Lumpy skin disease,,42.577953,2.523485,167054PRADES,France,Europe,2025-10-18,2025-10-23,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416978,Lumpy skin disease,,42.219076,3.00735,167014SIURANA,Spain,Europe,2025-10-17,2025-10-21,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-417317,Lumpy skin disease,,42.265294,3.090814,167482CASTELLÓ D'EMPÚRIES,Spain,Europe,2025-10-17,2025-10-27,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416982,Lumpy skin disease,,42.236997,3.098194,167008CASTELLÓ D'EMPURIES,Spain,Europe,2025-10-16,2025-10-21,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416979,Lumpy skin disease,,42.224853,3.083086,167013CASTELLÓ D'EMPURIES,Spain,Europe,2025-10-16,2025-10-21,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416981,Lumpy skin disease,,42.298997,3.099052,167009PAU,Spain,Europe,2025-10-15,2025-10-21,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416935,Lumpy skin disease,,42.518277,2.497947,166801PRADES,France,Europe,2025-10-14,2025-10-17,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-425187,Lumpy skin disease,,36.09357,9.570189,175971BARGOU,Tunisia,Africa,2025-10-14,2025-12-26,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416980,Lumpy skin disease,,42.260257,3.023723,167012VILA-SACRA,Spain,Europe,2025-10-13,2025-10-21,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416457,Lumpy skin disease,,47.004163,5.740313,166541DOLE,France,Europe,2025-10-13,2025-10-15,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416933,Lumpy skin disease,,42.543992,2.592868,166803CÉRET,France,Europe,2025-10-13,2025-10-17,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416984,Lumpy skin disease,,42.287789,3.024086,167006PERALADA,Spain,Europe,2025-10-13,2025-10-21,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416983,Lumpy skin disease,,42.299906,3.086293,167007PEDRET I MARZÀ,Spain,Europe,2025-10-13,2025-10-21,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416934,Lumpy skin disease,,42.532104,2.710085,166802CÉRET,France,Europe,2025-10-13,2025-10-17,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416455,Lumpy skin disease,,46.159925,5.027928,166554BOURG-EN-BRESSE,France,Europe,2025-10-13,2025-10-15,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416456,Lumpy skin disease,,47.004848,5.736577,166542DOLE,France,Europe,2025-10-11,2025-10-15,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416966,Lumpy skin disease,,40.165,9.488219,167045URZULEI,Italy,Europe,2025-10-11,2025-10-22,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416406,Lumpy skin disease,,42.278319,3.072766,166493PERALADA,Spain,Europe,2025-10-09,2025-10-14,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416564,Lumpy skin disease,,40.200046,9.340078,166531ORGOSOLO,Italy,Europe,2025-10-09,2025-10-17,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416610,Lumpy skin disease,,41.873041,2.863842,166705CASSÀ DE LA SELVA,Spain,Europe,2025-10-09,2025-10-16,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416407,Lumpy skin disease,,42.309629,3.067868,166492PEDRET I MARZÀ,Spain,Europe,2025-10-07,2025-10-14,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416319,Lumpy skin disease,,47.00450194,5.7322602,Écleux 166395 DOLE	,France,Europe,2025-10-06,2025-10-12,Domestic - Cattle,National authorities,,,Confirmed
UNFAO-LEG-416408,Lumpy skin disease,,42.279593,3.133496,166491PALAU-SAAVEDRA,Spain,Europe,2025-10-06,2025-10-14,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416053,Lumpy skin disease,,42.241592,3.070942,166069CASTELLÓ D'EMPÚRIES,Spain,Europe,2025-10-05,2025-10-08,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416040,Lumpy skin disease,,42.288368,3.046417,165826 PERALADA,Spain,Europe,2025-10-04,2025-10-06,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416320,Lumpy skin disease,,42.3039561,3.06794,ob_166284 - LSD-2025/5 - PEDRET I MARZÀ,Spain,Europe,2025-10-04,2025-10-13,Domestic - Cattle,National authorities,,,Confirmed
UNFAO-LEG-416403,Lumpy skin disease,,42.2885875,3.0585562,ob_166281 - LSD-2025/4 - PERALADA,Spain,Europe,2025-10-04,2025-10-13,Domestic - Cattle,National authorities,,,Confirmed
UNFAO-LEG-425691,Lumpy skin disease,,40.139252,9.329541,ob_166171 - LSD_2025_0072 - Orgosolo,Italy,Europe,2025-10-03,2025-10-09,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416563,Lumpy skin disease,,40.24263,9.33967,166532ORGOSOLO,Italy,Europe,2025-10-01,2025-10-17,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-415908,Lumpy skin disease,,42.2481926,3.0622671,ob_165594 - LSD-2025/1 - ALT EMPORDA ,Spain,Europe,2025-10-01,2025-10-03,Domestic - Cattle,National authorities,,,Confirmed
UNFAO-LEG-416565,Lumpy skin disease,,40.258,9.2563,166530ORANI,Italy,Europe,2025-10-01,2025-10-17,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-425693,Lumpy skin disease,,40.236442,9.358689,ob_166169 - LSD_2025_0071 - Orgosolo,Italy,Europe,2025-09-30,2025-10-09,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-425692,Lumpy skin disease,,40.23846,9.28072,ob_166170 - LSD_2025_0070 - Mamoiada,Italy,Europe,2025-09-24,2025-10-09,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-425694,Lumpy skin disease,,40.34821,9.59222,ob_166168 - LSD_2025_0069 - Dorgali,Italy,Europe,2025-09-22,2025-10-09,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-415664,Lumpy skin disease,,40.392806,9.196006,165387NUORO,Italy,Europe,2025-09-18,2025-10-01,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-415662,Lumpy skin disease,,40.547176,9.337898,165393BITTI,Italy,Europe,2025-09-17,2025-10-01,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-415170,Lumpy skin disease,,45.72,4.47,ob_164794 - DNC20250277 - Lyon,France,Europe,2025-09-17,2025-09-18,Domestic - Cattle,National authorities,,,Confirmed
UNFAO-LEG-415278,Lumpy skin disease,,40.58388,9.3029,164949BUDDUSÒ,Italy,Europe,2025-09-16,2025-09-24,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-414704,Lumpy skin disease,,40.56471,9.30423,164552BUDDUSÒ,Italy,Europe,2025-09-09,2025-09-16,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-414701,Lumpy skin disease,,40.25731,9.31228,164564ORGOSOLO,Italy,Europe,2025-09-09,2025-09-16,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-415663,Lumpy skin disease,,40.3283,9.5911,165390DORGALI,Italy,Europe,2025-09-08,2025-10-01,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-414293,Lumpy skin disease,,40.388023,9.08036,164305BONO,Italy,Europe,2025-09-08,2025-09-10,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-414700,Lumpy skin disease,,40.24868,9.1688,164566ORANI,Italy,Europe,2025-09-05,2025-09-16,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-414219,Lumpy skin disease,,46.045431,5.80043,164129NANTUA,France,Europe,2025-09-05,2025-09-08,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-414294,Lumpy skin disease,,40.3627,9.13178,164303BONO,Italy,Europe,2025-09-02,2025-09-10,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-414295,Lumpy skin disease,,40.206077,9.135627,164302OLZAI,Italy,Europe,2025-09-01,2025-09-10,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416807,Lumpy skin disease,,13.219203,103.269665,166818PREAK NORIN COMMUNE,Cambodia,Asia,2025-09-01,2025-10-20,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-415291,Lumpy skin disease,,-7.306041,109.852467,Jawa Tengah,Indonesia,Asia,2025-08-31,2025-09-25,Domestic - Cattle,National authorities,,,Confirmed
UNFAO-LEG-415292,Lumpy skin disease,,-7.766097,112.27735,Jawa Timur,Indonesia,Asia,2025-08-31,2025-09-25,Domestic - Cattle,National authorities,,,Confirmed
UNFAO-LEG-416806,Lumpy skin disease,,13.200576,103.318095,166819PREAK LUONG COMMUNE,Cambodia,Asia,2025-08-31,2025-10-20,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-415289,Lumpy skin disease,,-7.873252,110.413375,DI Yogyakarta,Indonesia,Asia,2025-08-31,2025-09-25,Domestic - Cattle,National authorities,,,Confirmed
UNFAO-LEG-415290,Lumpy skin disease,,-6.863998,107.616626,Jawa Barat,Indonesia,Asia,2025-08-31,2025-09-25,Domestic - Cattle,National authorities,,,Confirmed
UNFAO-LEG-414703,Lumpy skin disease,,40.529482,9.309159,164555BITTI,Italy,Europe,2025-08-29,2025-09-16,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-414702,Lumpy skin disease,,40.528846,9.316482,164558BITTI,Italy,Europe,2025-08-29,2025-09-16,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-425189,Lumpy skin disease,,36.7174,9.8849,175968BORJ EL AMRI,Tunisia,Africa,2025-08-27,2025-12-26,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-414705,Lumpy skin disease,,40.414723,9.128721,164551BENETUTTI,Italy,Europe,2025-08-26,2025-09-16,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-425695,Lumpy skin disease,,40.41825,9.14141,ob_163876 - LSD_2025_0055 - Benetutti,Italy,Europe,2025-08-26,2025-09-03,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-425188,Lumpy skin disease,,36.674451,9.600117,175970SIDI NASER,Tunisia,Africa,2025-08-22,2025-12-26,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-427567,Lumpy skin disease,,1.9695,103.225,"177322JALAN BATU PAHAT,BEG BERKUNCI520,86009 KLUANG",Malaysia,Asia,2025-08-22,2026-01-21,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-413537,Lumpy skin disease,,45.883511,5.764516,163361BELLEY,France,Europe,2025-08-21,2025-08-25,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416809,Lumpy skin disease,,11.8875,105.9048,"166815DA COMMUNE, MEMOT DISTIRCT",Cambodia,Asia,2025-08-18,2025-10-20,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-413400,Lumpy skin disease,,45.832458,5.853166,163254CHAMBÉRY,France,Europe,2025-08-15,2025-08-22,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-413216,Lumpy skin disease,,45.832458,5.853166,163254CHAMBÉRY,France,Europe,2025-08-15,2025-08-22,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-413113,Lumpy skin disease,,40.174537,9.115053,163097OLZAI,Italy,Europe,2025-08-13,2025-08-19,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-425190,Lumpy skin disease,,36.597012,9.260937,175969ZELDOU,Tunisia,Africa,2025-08-13,2025-12-26,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412934,Lumpy skin disease,,45.72722,6.261841,162885ANNECY,France,Europe,2025-08-12,2025-08-18,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412971,Lumpy skin disease,,40.1822,8.5336,162976CUGLIERI,Italy,Europe,2025-08-11,2025-08-16,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412905,Lumpy skin disease,,45.848977,5.900997,162777ANNECY,France,Europe,2025-08-09,2025-08-13,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412907,Lumpy skin disease,,45.826349,5.912668,162683ANNECY,France,Europe,2025-08-07,2025-08-13,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412800,Lumpy skin disease,,45.833066,5.90589,162571ANNECY,France,Europe,2025-08-06,2025-08-11,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412801,Lumpy skin disease,,45.841861,5.915771,162570ANNECY,France,Europe,2025-08-05,2025-08-11,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412685,Lumpy skin disease,,40.30071,9.15876,162520ONIFERI,Italy,Europe,2025-08-05,2025-08-08,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412684,Lumpy skin disease,,40.315906,9.213706,162521ORANI,Italy,Europe,2025-08-05,2025-08-08,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412906,Lumpy skin disease,,45.704781,6.304378,162685ANNECY,France,Europe,2025-08-05,2025-08-13,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412686,Lumpy skin disease,,40.38841,9.00316,162518BURGOS,Italy,Europe,2025-08-04,2025-08-08,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412687,Lumpy skin disease,,40.400795,9.171361,162517BENETUTTI,Italy,Europe,2025-08-04,2025-08-08,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-413466,Lumpy skin disease,,36.547478,9.444491,163440CITÉ 26 FÉVRIER,Tunisia,Africa,2025-08-03,2025-08-26,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412418,Lumpy skin disease,,45.798972,5.906319,162382CHAMBÉRY,France,Europe,2025-08-03,2025-08-06,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412802,Lumpy skin disease,,45.728279,6.266423,162569ANNECY,France,Europe,2025-08-03,2025-08-11,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412419,Lumpy skin disease,,45.875102,5.912438,162381ANNECY,France,Europe,2025-08-02,2025-08-06,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412803,Lumpy skin disease,,45.81887,5.900636,162568CHAMBÉRY,France,Europe,2025-08-02,2025-08-11,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412688,Lumpy skin disease,,40.27775,9.03683,162513ORANI,Italy,Europe,2025-08-01,2025-08-08,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412422,Lumpy skin disease,,45.83212,5.902087,162377ANNECY,France,Europe,2025-08-01,2025-08-06,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412363,Lumpy skin disease,,45.79958,5.894266,162289CHAMBÉRY,France,Europe,2025-08-01,2025-08-04,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-416805,Lumpy skin disease,,12.127181,105.425673,"166817SRAK COMMUNE, MEMOT DISTRICT",Cambodia,Asia,2025-08-01,2025-10-20,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412400,Lumpy skin disease,,40.20129,9.18471,162320SARULE,Italy,Europe,2025-07-31,2025-08-05,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412421,Lumpy skin disease,,45.814315,5.913948,162379ANNECY,France,Europe,2025-07-31,2025-08-06,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412399,Lumpy skin disease,,40.23263,9.15369,162321SARULE,Italy,Europe,2025-07-31,2025-08-05,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412364,Lumpy skin disease,,45.802483,5.869732,162288CHAMBÉRY,France,Europe,2025-07-31,2025-08-04,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-415318,Lumpy skin disease,,-7.306041,109.852467,Jawa Tengah,Indonesia,Asia,2025-07-31,2025-09-25,Domestic - Cattle,National authorities,,,Confirmed
UNFAO-LEG-412401,Lumpy skin disease,,40.32509,9.133142,162319OROTELLI,Italy,Europe,2025-07-31,2025-08-05,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-415319,Lumpy skin disease,,-7.766097,112.27735,Jawa Timur,Indonesia,Asia,2025-07-31,2025-09-25,Domestic - Cattle,National authorities,,,Confirmed
UNFAO-LEG-415317,Lumpy skin disease,,-7.689638,110.381366,"DI Yogyakarta, Sleman",Indonesia,Asia,2025-07-31,2025-09-25,Domestic - Cattle,National authorities,,,Confirmed
UNFAO-LEG-412292,Lumpy skin disease,,45.802405,5.895232,162206CHAMBÉRY,France,Europe,2025-07-30,2025-08-01,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412420,Lumpy skin disease,,45.747162,6.296467,162380ANNECY,France,Europe,2025-07-30,2025-08-06,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412417,Lumpy skin disease,,45.843296,5.891533,162383ANNECY,France,Europe,2025-07-30,2025-08-06,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412291,Lumpy skin disease,,45.845732,5.900009,162207ANNECY,France,Europe,2025-07-29,2025-08-01,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412293,Lumpy skin disease,,45.785787,5.891339,162205CHAMBÉRY,France,Europe,2025-07-29,2025-08-01,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412365,Lumpy skin disease,,45.828377,5.896239,162287ANNECY,France,Europe,2025-07-29,2025-08-04,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412296,Lumpy skin disease,,45.786003,5.894707,162202CHAMBÉRY,France,Europe,2025-07-29,2025-08-01,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412402,Lumpy skin disease,,40.284756,9.303752,162317NUORO,Italy,Europe,2025-07-29,2025-08-05,Domestic - Cattle,WOAH (former OIE),,,Confirmed
UNFAO-LEG-412403,Lumpy skin disease,,40.28273,9.26401,162315NUORO,Italy,Europe,2025-07-29,2025-08-05,Domestic - Cattle,WOAH (former OIE),,,Confirmed
