cluster_id,country,date_d,lat_d,lon_d,future_date,future_lat,future_lon,delta_lat,delta_lon,delta_lat_km,delta_lon_km,movement_km,days_gap
0,Russian Federation,2018-07-17,53.0875,49.445,2018-07-23,53.42,49.02,0.332458,-0.425011,36.9,-28.33,46.53,6
0,Russian Federation,2018-07-17,53.0875,49.445,2018-07-23,52.9505,49.6025,-0.137085,0.157475,-15.22,10.5,18.49,6
0,Russian Federation,2018-07-17,53.0875,49.445,2018-07-23,52.9809,49.6882,-0.10664,0.243169,-11.84,16.21,20.07,6
0,Russian Federation,2018-07-17,53.0875,49.445,2018-07-26,53.1526,49.269,0.065017,-0.175975,7.22,-11.73,13.77,9
0,Russian Federation,2018-07-17,53.0875,49.445,2018-07-30,53.2274,50.0299,0.139888,0.584916,15.53,38.99,41.97,13
0,Russian Federation,2018-07-17,53.0875,49.445,2018-08-01,52.8498,49.8168,-0.237743,0.371833,-26.39,24.79,36.21,15
0,Russian Federation,2018-07-17,53.0875,49.445,2018-08-01,53.0397,49.7708,-0.047855,0.325779,-5.31,21.72,22.36,15
0,Russian Federation,2018-07-17,53.0875,49.445,2018-08-01,52.9978,49.878,-0.08977,0.432956,-9.96,28.86,30.54,15
0,Russian Federation,2018-07-17,53.0875,49.445,2018-08-01,52.8503,49.0751,-0.237277,-0.369881,-26.34,-24.66,36.08,15
0,Russian Federation,2018-07-17,53.0875,49.445,2018-08-01,53.1181,49.8896,0.030582,0.444635,3.39,29.64,29.84,15
0,Russian Federation,2018-07-17,53.3949,49.0569,2018-07-23,53.42,49.02,0.025102,-0.036908,2.79,-2.44,3.71,6
0,Russian Federation,2018-07-17,53.3949,49.0569,2018-07-26,53.1526,49.269,-0.242339,0.212128,-26.9,14.04,30.34,9
0,Russian Federation,2018-07-23,53.42,49.02,2018-07-26,53.1526,49.269,-0.267441,0.249036,-29.69,16.47,33.95,3
0,Russian Federation,2018-07-23,53.42,49.02,2018-08-09,53.3783,49.0908,-0.041663,0.070837,-4.62,4.69,6.58,17
0,Russian Federation,2018-07-23,52.9505,49.6025,2018-07-26,53.1526,49.269,0.202102,-0.33345,22.43,-22.3,31.63,3
0,Russian Federation,2018-07-23,52.9505,49.6025,2018-07-30,53.2274,50.0299,0.276973,0.427441,30.74,28.59,41.98,7
0,Russian Federation,2018-07-23,52.9505,49.6025,2018-08-01,52.8498,49.8168,-0.100658,0.214358,-11.17,14.34,18.18,9
0,Russian Federation,2018-07-23,52.9505,49.6025,2018-08-01,53.0397,49.7708,0.08923,0.168304,9.9,11.26,14.99,9
0,Russian Federation,2018-07-23,52.9505,49.6025,2018-08-01,52.9978,49.878,0.047315,0.275481,5.25,18.42,19.16,9
0,Russian Federation,2018-07-23,52.9505,49.6025,2018-08-01,52.8503,49.0751,-0.100192,-0.527356,-11.12,-35.27,36.98,9
0,Russian Federation,2018-07-23,52.9505,49.6025,2018-08-01,53.1181,49.8896,0.167667,0.28716,18.61,19.2,26.74,9
0,Russian Federation,2018-07-23,52.9505,49.6025,2018-08-09,53.0527,49.8071,0.102212,0.204623,11.35,13.68,17.78,17
0,Russian Federation,2018-07-23,52.9809,49.6882,2018-07-26,53.1526,49.269,0.171657,-0.419144,19.05,-28.01,33.88,3
0,Russian Federation,2018-07-23,52.9809,49.6882,2018-07-30,53.2274,50.0299,0.246528,0.341747,27.36,22.84,35.64,7
0,Russian Federation,2018-07-23,52.9809,49.6882,2018-08-01,52.8498,49.8168,-0.131103,0.128664,-14.55,8.6,16.9,9
0,Russian Federation,2018-07-23,52.9809,49.6882,2018-08-01,53.0397,49.7708,0.058785,0.08261,6.53,5.52,8.55,9
0,Russian Federation,2018-07-23,52.9809,49.6882,2018-08-01,52.9978,49.878,0.01687,0.189787,1.87,12.68,12.82,9
0,Russian Federation,2018-07-23,52.9809,49.6882,2018-08-01,52.8503,49.0751,-0.130637,-0.61305,-14.5,-40.97,43.46,9
0,Russian Federation,2018-07-23,52.9809,49.6882,2018-08-01,53.1181,49.8896,0.137222,0.201466,15.23,13.46,20.33,9
0,Russian Federation,2018-07-23,52.9809,49.6882,2018-08-09,53.0527,49.8071,0.071767,0.118929,7.97,7.95,11.25,17
0,Russian Federation,2018-07-26,53.1526,49.269,2018-08-01,52.8498,49.8168,-0.30276,0.547808,-33.61,36.46,49.59,6
0,Russian Federation,2018-07-26,53.1526,49.269,2018-08-01,53.0397,49.7708,-0.112872,0.501754,-12.53,33.4,35.67,6
0,Russian Federation,2018-07-26,53.1526,49.269,2018-08-01,52.9978,49.878,-0.154787,0.608931,-17.18,40.53,44.02,6
0,Russian Federation,2018-07-26,53.1526,49.269,2018-08-01,52.8503,49.0751,-0.302294,-0.193906,-33.55,-12.91,35.95,6
0,Russian Federation,2018-07-26,53.1526,49.269,2018-08-01,53.1181,49.8896,-0.034435,0.62061,-3.82,41.31,41.49,6
0,Russian Federation,2018-07-26,53.1526,49.269,2018-08-09,53.3783,49.0908,0.225778,-0.178199,25.06,-11.86,27.73,14
0,Russian Federation,2018-07-26,53.1526,49.269,2018-08-09,53.0527,49.8071,-0.09989,0.538073,-11.09,35.82,37.49,14
0,Russian Federation,2018-07-30,53.2274,50.0299,2018-08-01,52.8498,49.8168,-0.377631,-0.213083,-41.92,-14.16,44.24,2
0,Russian Federation,2018-07-30,53.2274,50.0299,2018-08-01,53.0397,49.7708,-0.187743,-0.259137,-20.84,-17.22,27.03,2
0,Russian Federation,2018-07-30,53.2274,50.0299,2018-08-01,52.9978,49.878,-0.229658,-0.15196,-25.49,-10.1,27.42,2
0,Russian Federation,2018-07-30,53.2274,50.0299,2018-08-01,53.1181,49.8896,-0.109306,-0.140281,-12.13,-9.32,15.3,2
0,Russian Federation,2018-07-30,53.2274,50.0299,2018-08-09,53.0527,49.8071,-0.174761,-0.222818,-19.4,-14.81,24.4,10
0,Russian Federation,2018-08-01,52.8498,49.8168,2018-08-09,53.0527,49.8071,0.20287,-0.009735,22.52,-0.65,22.53,8
0,Russian Federation,2018-08-01,53.0397,49.7708,2018-08-09,53.0527,49.8071,0.012982,0.036319,1.44,2.42,2.82,8
0,Russian Federation,2018-08-01,52.9978,49.878,2018-08-09,53.0527,49.8071,0.054897,-0.070858,6.09,-4.73,7.72,8
0,Russian Federation,2018-08-01,53.1181,49.8896,2018-08-09,53.0527,49.8071,-0.065455,-0.082537,-7.27,-5.5,9.11,8
1,Russian Federation,2018-07-20,54.5686,63.6643,2018-07-26,54.5675,62.9776,-0.001128,-0.686669,-0.13,-44.19,44.19,6
1,Russian Federation,2018-07-20,54.5686,63.6643,2018-08-01,54.2915,63.5764,-0.277114,-0.087862,-30.76,-5.65,31.27,12
1,Russian Federation,2018-07-20,54.5686,63.6643,2018-08-01,54.3542,63.3607,-0.214431,-0.303594,-23.8,-19.54,30.79,12
1,Russian Federation,2018-07-20,54.5686,63.6643,2018-08-01,54.3367,64.0042,-0.231874,0.339932,-25.74,21.87,33.78,12
1,Russian Federation,2018-07-20,54.5686,63.6643,2018-08-01,54.3038,63.3531,-0.264838,-0.311167,-29.4,-20.02,35.57,12
1,Russian Federation,2018-07-20,54.5686,63.6643,2018-08-01,54.3614,64.2381,-0.207176,0.573783,-23.0,36.92,43.5,12
1,Russian Federation,2018-07-20,54.5686,63.6643,2018-08-03,54.6764,63.5873,0.10778,-0.076965,11.96,-4.95,12.95,14
1,Russian Federation,2018-07-20,54.5686,63.6643,2018-08-03,54.6718,63.4212,0.103162,-0.243045,11.45,-15.64,19.38,14
1,Russian Federation,2018-07-20,54.5686,63.6643,2018-08-03,54.6207,63.2586,0.052095,-0.405633,5.78,-26.1,26.74,14
1,Russian Federation,2018-07-20,54.5686,63.6643,2018-08-03,54.689,63.8413,0.120355,0.177038,13.36,11.39,17.56,14
1,Russian Federation,2018-07-20,54.5686,63.6643,2018-08-03,54.7741,64.1568,0.205515,0.49257,22.81,31.7,39.05,14
1,Russian Federation,2018-07-20,54.5686,63.6643,2018-08-03,54.3423,64.1099,-0.226276,0.445634,-25.12,28.68,38.12,14
1,Russian Federation,2018-07-20,54.5686,63.6643,2018-08-03,54.6565,63.8735,0.087901,0.209238,9.76,13.46,16.63,14
1,Russian Federation,2018-07-20,54.5686,63.6643,2018-08-03,54.652,64.0146,0.083404,0.350274,9.26,22.54,24.37,14
1,Russian Federation,2018-07-20,54.5686,63.6643,2018-08-03,54.6264,64.0867,0.05777,0.422399,6.41,27.18,27.93,14
1,Russian Federation,2018-07-20,54.5686,63.6643,2018-08-03,54.3582,63.2748,-0.210374,-0.389488,-23.35,-25.06,34.26,14
1,Russian Federation,2018-07-26,54.5675,62.9776,2018-08-01,54.2915,63.5764,-0.275986,0.598807,-30.63,38.53,49.23,6
1,Russian Federation,2018-07-26,54.5675,62.9776,2018-08-01,54.3542,63.3607,-0.213303,0.383075,-23.68,24.65,34.18,6
1,Russian Federation,2018-07-26,54.5675,62.9776,2018-08-01,54.3038,63.3531,-0.26371,0.375502,-29.27,24.16,37.96,6
1,Russian Federation,2018-07-26,54.5675,62.9776,2018-08-03,54.6764,63.5873,0.108908,0.609704,12.09,39.24,41.06,8
1,Russian Federation,2018-07-26,54.5675,62.9776,2018-08-03,54.6718,63.4212,0.10429,0.443624,11.58,28.55,30.81,8
1,Russian Federation,2018-07-26,54.5675,62.9776,2018-08-03,54.6207,63.2586,0.053223,0.281036,5.91,18.09,19.03,8
1,Russian Federation,2018-07-26,54.5675,62.9776,2018-08-03,54.3582,63.2748,-0.209246,0.297181,-23.23,19.12,30.09,8
1,Russian Federation,2018-08-01,54.2915,63.5764,2018-08-03,54.6764,63.5873,0.384894,0.010897,42.72,0.71,42.73,2
1,Russian Federation,2018-08-01,54.2915,63.5764,2018-08-03,54.6718,63.4212,0.380276,-0.155183,42.21,-10.05,43.39,2
1,Russian Federation,2018-08-01,54.2915,63.5764,2018-08-03,54.6207,63.2586,0.329209,-0.317771,36.54,-20.59,41.94,2
1,Russian Federation,2018-08-01,54.2915,63.5764,2018-08-03,54.689,63.8413,0.397469,0.2649,44.12,17.16,47.34,2
1,Russian Federation,2018-08-01,54.2915,63.5764,2018-08-03,54.3423,64.1099,0.050838,0.533496,5.64,34.56,35.02,2
1,Russian Federation,2018-08-01,54.2915,63.5764,2018-08-03,54.6565,63.8735,0.365015,0.2971,40.52,19.25,44.86,2
1,Russian Federation,2018-08-01,54.2915,63.5764,2018-08-03,54.652,64.0146,0.360518,0.438136,40.02,28.39,49.06,2
1,Russian Federation,2018-08-01,54.2915,63.5764,2018-08-03,54.6264,64.0867,0.334884,0.510261,37.17,33.06,49.75,2
1,Russian Federation,2018-08-01,54.2915,63.5764,2018-08-03,54.3582,63.2748,0.06674,-0.301626,7.41,-19.54,20.9,2
1,Russian Federation,2018-08-01,54.3542,63.3607,2018-08-03,54.6764,63.5873,0.322211,0.226629,35.77,14.66,38.65,2
1,Russian Federation,2018-08-01,54.3542,63.3607,2018-08-03,54.6718,63.4212,0.317593,0.060549,35.25,3.92,35.47,2
1,Russian Federation,2018-08-01,54.3542,63.3607,2018-08-03,54.6207,63.2586,0.266526,-0.102039,29.58,-6.6,30.31,2
1,Russian Federation,2018-08-01,54.3542,63.3607,2018-08-03,54.689,63.8413,0.334786,0.480632,37.16,31.09,48.45,2
1,Russian Federation,2018-08-01,54.3542,63.3607,2018-08-03,54.3423,64.1099,-0.011845,0.749228,-1.31,48.47,48.48,2
1,Russian Federation,2018-08-01,54.3542,63.3607,2018-08-03,54.6565,63.8735,0.302332,0.512832,33.56,33.17,47.19,2
1,Russian Federation,2018-08-01,54.3542,63.3607,2018-08-03,54.3582,63.2748,0.004057,-0.085894,0.45,-5.56,5.57,2
1,Russian Federation,2018-08-01,54.3367,64.0042,2018-08-03,54.6764,63.5873,0.339654,-0.416897,37.7,-26.98,46.36,2
1,Russian Federation,2018-08-01,54.3367,64.0042,2018-08-03,54.689,63.8413,0.352229,-0.162894,39.1,-10.54,40.49,2
1,Russian Federation,2018-08-01,54.3367,64.0042,2018-08-03,54.7741,64.1568,0.437389,0.152638,48.55,9.88,49.54,2
1,Russian Federation,2018-08-01,54.3367,64.0042,2018-08-03,54.3423,64.1099,0.005598,0.105702,0.62,6.84,6.87,2
1,Russian Federation,2018-08-01,54.3367,64.0042,2018-08-03,54.6565,63.8735,0.319775,-0.130694,35.5,-8.46,36.49,2
1,Russian Federation,2018-08-01,54.3367,64.0042,2018-08-03,54.652,64.0146,0.315278,0.010342,35.0,0.67,35.0,2
1,Russian Federation,2018-08-01,54.3367,64.0042,2018-08-03,54.6264,64.0867,0.289644,0.082467,32.15,5.34,32.59,2
1,Russian Federation,2018-08-01,54.3367,64.0042,2018-08-03,54.3582,63.2748,0.0215,-0.72942,2.39,-47.2,47.26,2
1,Russian Federation,2018-08-01,54.3038,63.3531,2018-08-03,54.6764,63.5873,0.372618,0.234202,41.36,15.17,44.05,2
1,Russian Federation,2018-08-01,54.3038,63.3531,2018-08-03,54.6718,63.4212,0.368,0.068122,40.85,4.41,41.09,2
1,Russian Federation,2018-08-01,54.3038,63.3531,2018-08-03,54.6207,63.2586,0.316933,-0.094466,35.18,-6.12,35.71,2
1,Russian Federation,2018-08-01,54.3038,63.3531,2018-08-03,54.3423,64.1099,0.038562,0.756801,4.28,49.02,49.2,2
1,Russian Federation,2018-08-01,54.3038,63.3531,2018-08-03,54.3582,63.2748,0.054464,-0.078321,6.05,-5.07,7.89,2
1,Russian Federation,2018-08-01,54.3614,64.2381,2018-08-03,54.689,63.8413,0.327531,-0.396745,36.36,-25.66,44.5,2
1,Russian Federation,2018-08-01,54.3614,64.2381,2018-08-03,54.7741,64.1568,0.412691,-0.081213,45.81,-5.25,46.11,2
1,Russian Federation,2018-08-01,54.3614,64.2381,2018-08-03,54.3423,64.1099,-0.0191,-0.128149,-2.12,-8.29,8.56,2
1,Russian Federation,2018-08-01,54.3614,64.2381,2018-08-03,54.6565,63.8735,0.295077,-0.364545,32.75,-23.58,40.36,2
1,Russian Federation,2018-08-01,54.3614,64.2381,2018-08-03,54.652,64.0146,0.29058,-0.223509,32.25,-14.46,35.35,2
1,Russian Federation,2018-08-01,54.3614,64.2381,2018-08-03,54.6264,64.0867,0.264946,-0.151384,29.41,-9.79,31.0,2
3,Russian Federation,2018-07-20,53.0794,50.6524,2018-07-30,53.1096,50.6418,0.030212,-0.010536,3.35,-0.7,3.43,10
3,Russian Federation,2018-07-20,53.2337,50.6431,2018-07-30,53.1096,50.6418,-0.124034,-0.001317,-13.77,-0.09,13.77,10
3,Russian Federation,2018-07-30,53.1096,50.6418,2018-08-15,53.0986,50.4311,-0.011044,-0.210737,-1.23,-14.04,14.1,16
3,Russian Federation,2018-08-15,53.0986,50.4311,2018-08-22,53.1739,50.4555,0.075259,0.02443,8.35,1.63,8.51,7
3,Russian Federation,2018-08-15,53.0986,50.4311,2018-08-22,53.1556,50.3681,0.057008,-0.062982,6.33,-4.2,7.59,7
3,Russian Federation,2018-08-15,53.0986,50.4311,2018-08-22,53.0114,50.4413,-0.087146,0.010196,-9.67,0.68,9.7,7
7,Georgia,2018-08-03,41.6743,42.7736,2018-08-22,41.6378,43.0402,-0.036496,0.266638,-4.05,22.11,22.48,19
7,Georgia,2018-08-03,41.6986,42.7949,2018-08-22,41.6378,43.0402,-0.060794,0.245349,-6.75,20.33,21.42,19
7,Georgia,2018-08-03,41.669,42.7193,2018-08-22,41.6378,43.0402,-0.031155,0.320972,-3.46,26.61,26.84,19
7,Georgia,2018-08-22,41.6378,43.0402,2018-09-11,41.6379,42.9988,4.7e-05,-0.041432,0.01,-3.44,3.44,20
10,Russian Federation,2018-08-28,52.8489,48.5989,2018-09-10,52.7206,48.2239,-0.128255,-0.375035,-14.24,-25.14,28.89,13
15,Russian Federation,2019-08-14,54.3231,73.0537,2019-09-04,54.5586,72.7514,0.235432,-0.30225,26.13,-19.57,32.65,21
18,Russian Federation,2018-09-28,53.928,51.795,2018-10-05,53.6039,52.0527,-0.3241,0.2577,-35.98,16.84,39.72,7
25,Israel,2019-06-03,32.8,35.6,2019-06-18,32.9051,35.5719,0.105111,-0.028121,11.67,-2.62,11.96,15
25,Israel,2019-06-03,32.8,35.6,2019-06-18,32.8,35.6,0.0,0.0,0.0,0.0,0.0,15
30,Russian Federation,2019-08-14,54.8485,75.5179,2019-08-21,54.8127,74.8716,-0.0358,-0.646326,-3.97,-41.3,41.5,7
30,Russian Federation,2019-08-14,54.8485,75.5179,2019-08-21,54.8127,74.8716,-0.0358,-0.646326,-3.97,-41.3,41.5,7
30,Russian Federation,2019-08-14,54.8485,75.5179,2019-08-21,54.8127,74.8716,-0.0358,-0.646326,-3.97,-41.3,41.5,7
30,Russian Federation,2019-08-14,54.8485,75.5179,2019-09-04,54.9551,75.8147,0.106538,0.296778,11.83,18.97,22.35,21
32,Russian Federation,2019-08-21,54.9253,78.0965,2019-08-27,54.9178,78.6496,-0.007453,0.553146,-0.83,35.28,35.29,6
32,Russian Federation,2019-08-21,54.9253,78.0965,2019-08-27,54.9178,78.6496,-0.007453,0.553146,-0.83,35.28,35.29,6
32,Russian Federation,2019-08-21,54.9253,78.0965,2019-08-27,54.9178,78.6496,-0.007453,0.553146,-0.83,35.28,35.29,6
32,Russian Federation,2019-08-27,54.9178,78.6496,2019-09-12,54.8959,78.2651,-0.021905,-0.384507,-2.43,-24.53,24.65,16
37,Russian Federation,2019-08-27,55.9379,70.166,2019-09-12,55.6096,70.4954,-0.328283,0.329342,-36.44,20.48,41.8,16
37,Russian Federation,2019-08-27,55.9379,70.166,2019-09-12,55.9249,70.1438,-0.012987,-0.022277,-1.44,-1.38,2.0,16
42,Bangladesh,2019-09-15,22.298,91.876,2019-09-16,22.298,91.876,0.0,0.0,0.0,0.0,0.0,1
65,China,2020-07-08,29.1901,119.7343,2020-07-13,29.0592,119.5161,-0.130964,-0.218169,-14.54,-21.14,25.66,5
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4567,118.3345,0.01737,0.005326,1.93,0.54,2.0,11
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4567,118.3345,0.01737,0.005326,1.93,0.54,2.0,11
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4377,118.428,-0.001659,0.098813,-0.18,9.99,9.99,11
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4567,118.3345,0.01737,0.005326,1.93,0.54,2.0,11
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4377,118.428,-0.001659,0.098813,-0.18,9.99,9.99,11
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4377,118.428,-0.001659,0.098813,-0.18,9.99,9.99,11
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4167,118.3167,-0.022683,-0.012513,-2.52,-1.26,2.82,11
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4811,118.428,0.041759,0.098813,4.64,9.99,11.01,11
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4377,118.428,-0.001659,0.098813,-0.18,9.99,9.99,11
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4167,118.3167,-0.022683,-0.012513,-2.52,-1.26,2.82,11
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4167,118.3167,-0.022683,-0.012513,-2.52,-1.26,2.82,11
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4167,118.3167,-0.022683,-0.012513,-2.52,-1.26,2.82,11
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4377,118.428,-0.001659,0.098813,-0.18,9.99,9.99,11
66,China,2020-09-03,24.4394,118.3292,2020-09-14,24.4377,118.428,-0.001659,0.098813,-0.18,9.99,9.99,11
70,China,2020-07-15,24.849,106.2492,2020-07-20,24.6919,106.1578,-0.157084,-0.09145,-17.44,-9.21,19.72,5
70,China,2020-07-15,24.849,106.2492,2020-07-20,24.68,106.1889,-0.169028,-0.060339,-18.76,-6.08,19.72,5
70,China,2020-07-15,24.849,106.2492,2020-07-20,24.6456,106.2275,-0.203472,-0.021728,-22.59,-2.19,22.69,5
70,China,2020-07-15,24.8364,106.2239,2020-07-20,24.6919,106.1578,-0.144496,-0.066089,-16.04,-6.66,17.37,5
70,China,2020-07-15,24.8364,106.2239,2020-07-20,24.68,106.1889,-0.15644,-0.034978,-17.36,-3.52,17.72,5
70,China,2020-07-15,24.8364,106.2239,2020-07-20,24.6456,106.2275,-0.190884,0.003633,-21.19,0.37,21.19,5
74,Nepal,2020-08-05,27.3804,85.0726,2020-08-12,27.7596,85.3399,0.379186,0.267221,42.09,26.34,49.65,7
74,Nepal,2020-08-05,27.3804,85.0726,2020-08-12,27.5766,85.5223,0.196152,0.449687,21.77,44.32,49.38,7
99,Viet Nam,2021-04-15,18.3397,105.609,2021-04-18,18.323,105.753,-0.01668,0.14397,-1.85,15.17,15.28,3
103,Thailand,2021-05-07,15.849,104.169,2021-05-24,15.5838,104.0097,-0.265174,-0.159311,-29.43,-17.01,34.0,17
103,Thailand,2021-05-07,15.849,104.169,2021-05-24,15.8424,103.8643,-0.00663,-0.304744,-0.74,-32.54,32.55,17
103,Thailand,2021-05-07,15.849,104.169,2021-05-25,15.8441,104.3938,-0.004941,0.224812,-0.55,24.01,24.01,18
103,Thailand,2021-05-07,15.849,104.169,2021-05-25,15.6466,104.3344,-0.202364,0.165439,-22.46,17.67,28.58,18
103,Thailand,2021-05-07,15.849,104.169,2021-05-25,16.0499,103.9979,0.200907,-0.171099,22.3,-18.27,28.83,18
103,Thailand,2021-05-07,15.849,104.169,2021-05-25,16.0549,104.286,0.205895,0.116994,22.85,12.49,26.05,18
103,Thailand,2021-05-07,15.849,104.169,2021-05-25,15.695,104.074,-0.154,-0.095,-17.09,-10.14,19.88,18
103,Thailand,2021-05-07,15.849,104.169,2021-05-25,15.5143,104.2583,-0.334726,0.089253,-37.15,9.53,38.36,18
103,Thailand,2021-05-07,15.849,104.169,2021-05-25,15.608,103.803,-0.241,-0.366,-26.75,-39.08,47.36,18
103,Thailand,2021-05-07,15.849,104.169,2021-05-25,15.9921,103.8668,0.143124,-0.302243,15.89,-32.27,35.97,18
103,Thailand,2021-05-07,15.349,104.183,2021-05-24,15.3808,104.3402,0.031844,0.157203,3.53,16.83,17.19,17
103,Thailand,2021-05-07,15.349,104.183,2021-05-24,15.5838,104.0097,0.234826,-0.173311,26.07,-18.55,31.99,17
103,Thailand,2021-05-07,15.349,104.183,2021-05-25,15.6466,104.3344,0.297636,0.151439,33.04,16.21,36.8,18
103,Thailand,2021-05-07,15.349,104.183,2021-05-25,15.695,104.074,0.346,-0.109,38.41,-11.67,40.14,18
103,Thailand,2021-05-07,15.349,104.183,2021-05-25,15.5143,104.2583,0.165274,0.075253,18.35,8.06,20.04,18
103,Thailand,2021-05-07,15.349,104.183,2021-05-25,15.608,103.803,0.259,-0.38,28.75,-40.68,49.81,18
103,Thailand,2021-05-24,15.3808,104.3402,2021-05-25,15.6466,104.3344,0.265792,-0.005764,29.5,-0.62,29.51,1
103,Thailand,2021-05-24,15.3808,104.3402,2021-05-25,15.695,104.074,0.314156,-0.266203,34.87,-28.49,45.03,1
103,Thailand,2021-05-24,15.3808,104.3402,2021-05-25,15.5143,104.2583,0.13343,-0.08195,14.81,-8.77,17.21,1
103,Thailand,2021-05-24,15.5838,104.0097,2021-05-25,15.6466,104.3344,0.06281,0.32475,6.97,34.72,35.42,1
103,Thailand,2021-05-24,15.5838,104.0097,2021-05-25,15.695,104.074,0.111174,0.064311,12.34,6.88,14.13,1
103,Thailand,2021-05-24,15.5838,104.0097,2021-05-25,15.5143,104.2583,-0.069552,0.248564,-7.72,26.58,27.67,1
103,Thailand,2021-05-24,15.5838,104.0097,2021-05-25,15.608,103.803,0.024174,-0.206689,2.68,-22.1,22.26,1
103,Thailand,2021-05-24,15.5838,104.0097,2021-05-25,15.9921,103.8668,0.408298,-0.142932,45.32,-15.28,47.83,1
103,Thailand,2021-05-24,15.8424,103.8643,2021-05-25,16.0499,103.9979,0.207537,0.133645,23.04,14.27,27.1,1
103,Thailand,2021-05-24,15.8424,103.8643,2021-05-25,15.695,104.074,-0.14737,0.209744,-16.36,22.4,27.73,1
103,Thailand,2021-05-24,15.8424,103.8643,2021-05-25,15.608,103.803,-0.23437,-0.061256,-26.02,-6.54,26.82,1
103,Thailand,2021-05-24,15.8424,103.8643,2021-05-25,15.9921,103.8668,0.149754,0.002501,16.62,0.27,16.62,1
103,Thailand,2022-03-02,15.926,104.447,2022-03-03,15.844,104.394,-0.082,-0.053,-9.1,-5.66,10.72,1
103,Thailand,2022-03-02,15.926,104.447,2022-03-03,15.984,104.198,0.058,-0.249,6.44,-26.58,27.35,1
103,Thailand,2022-03-02,15.653,104.309,2022-03-03,15.456,104.232,-0.197,-0.077,-21.87,-8.23,23.36,1
103,Thailand,2022-03-02,15.653,104.309,2022-03-03,15.844,104.394,0.191,0.085,21.2,9.09,23.07,1
103,Thailand,2022-03-02,15.653,104.309,2022-03-03,15.984,104.198,0.331,-0.111,36.74,-11.86,38.61,1
103,Thailand,2022-03-02,15.653,104.309,2022-03-03,15.368,104.358,-0.285,0.049,-31.64,5.24,32.07,1
116,Thailand,2021-06-25,13.4508,99.818,2021-07-14,13.454,99.887,0.003196,0.068977,0.35,7.45,7.45,19
116,Thailand,2021-06-25,13.4508,99.818,2021-07-14,13.368,99.83,-0.082804,0.011977,-9.19,1.29,9.28,19
116,Thailand,2021-06-25,13.4508,99.818,2021-07-14,13.518,99.955,0.067196,0.136977,7.46,14.79,16.56,19
116,Thailand,2021-06-25,13.4508,99.818,2021-07-14,13.425,99.957,-0.025804,0.138977,-2.86,15.0,15.27,19
116,Thailand,2021-06-25,13.4247,99.8473,2021-07-14,13.454,99.887,0.02929,0.03966,3.25,4.28,5.38,19
116,Thailand,2021-06-25,13.4247,99.8473,2021-07-14,13.368,99.83,-0.05671,-0.01734,-6.29,-1.87,6.57,19
116,Thailand,2021-06-25,13.4247,99.8473,2021-07-14,13.518,99.955,0.09329,0.10766,10.36,11.62,15.57,19
116,Thailand,2021-06-25,13.4247,99.8473,2021-07-14,13.425,99.957,0.00029,0.10966,0.03,11.84,11.84,19
116,Thailand,2021-06-25,13.4369,99.8178,2021-07-14,13.454,99.887,0.01714,0.06922,1.9,7.47,7.71,19
116,Thailand,2021-06-25,13.4369,99.8178,2021-07-14,13.368,99.83,-0.06886,0.01222,-7.64,1.32,7.76,19
116,Thailand,2021-06-25,13.4369,99.8178,2021-07-14,13.518,99.955,0.08114,0.13722,9.01,14.81,17.34,19
116,Thailand,2021-06-25,13.4369,99.8178,2021-07-14,13.425,99.957,-0.01186,0.13922,-1.32,15.03,15.09,19
117,Thailand,2021-05-06,13.541,99.775,2021-05-24,13.8173,99.8169,0.276325,0.041858,30.67,4.52,31.0,18
117,Thailand,2021-05-06,13.541,99.775,2021-05-25,13.8208,100.0209,0.279842,0.245911,31.06,26.54,40.85,19
117,Thailand,2021-05-24,13.8173,99.8169,2021-05-25,13.8208,100.0209,0.003517,0.204053,0.39,21.99,22.0,1
117,Thailand,2021-05-24,13.8173,99.8169,2021-06-08,13.939,99.6643,0.121675,-0.15254,13.51,-16.44,21.28,15
117,Thailand,2021-05-25,13.8208,100.0209,2021-06-08,13.939,99.6643,0.118158,-0.356593,13.12,-38.44,40.61,14
117,Thailand,2021-06-08,13.939,99.6643,2021-06-25,13.6238,99.6138,-0.31516,-0.050556,-34.98,-5.45,35.4,17
117,Thailand,2021-06-08,13.939,99.6643,2021-06-25,13.8112,99.9525,-0.127805,0.288162,-14.19,31.04,34.13,17
117,Thailand,2021-06-08,13.939,99.6643,2021-06-25,13.8244,100.0316,-0.114634,0.367254,-12.72,39.56,41.56,17
