case_id,country,disease_type,report_date,latitude,longitude,species
760,Russian Federation,LSD,2022-01-11,51.078,107.246,Domestic - Cattle
761,Russian Federation,LSD,2022-01-11,50.514048,106.292418,Domestic - Cattle
762,Thailand,LSD,2022-02-23,16.428,99.487,Domestic - Cattle
763,Thailand,LSD,2022-02-23,16.294,99.207,Domestic - Cattle
764,Thailand,LSD,2022-02-23,16.6,99.86,Domestic - Cattle
765,Thailand,LSD,2022-02-23,16.435,99.855,Domestic - Cattle
766,Thailand,LSD,2022-02-23,15.993,99.664,Domestic - Cattle
767,Russian Federation,LSD,2022-01-11,51.23,107.192,Domestic - Cattle
768,Russian Federation,LSD,2022-01-11,50.917,107.093,Domestic - Cattle
769,Russian Federation,LSD,2022-01-11,51.035263,107.068842,Domestic - Cattle
770,Russian Federation,LSD,2022-01-11,50.909424,107.055907,Domestic - Cattle
771,Thailand,LSD,2022-02-23,16.313,99.858,Domestic - Cattle
772,Malaysia,LSD,2022-06-09,2.682937,102.629806,Domestic - Cattle
773,Cambodia,LSD,2021-12-28,11.5696,105.4312,Domestic - Cattle
774,Russian Federation,LSD,2021-12-30,50.7777,107.097885,Domestic - Cattle
775,Russian Federation,LSD,2021-12-30,52.352588,58.6128,Domestic - Cattle
776,Russian Federation,LSD,2022-03-24,52.353,58.613,Domestic - Cattle
777,Thailand,LSD,2022-01-24,8.457013,99.519851,Domestic - Cattle
778,Thailand,LSD,2022-01-24,8.00163,99.47867,Domestic - Cattle
779,Thailand,LSD,2022-01-24,8.284557,100.14762,Domestic - Cattle
780,Thailand,LSD,2022-01-24,8.326631,99.926963,Domestic - Cattle
781,Russian Federation,LSD,2021-12-30,50.403406,106.632271,Domestic - Cattle
782,Russian Federation,LSD,2021-12-30,50.415647,106.810711,Domestic - Cattle
783,Thailand,LSD,2022-01-24,8.00226,100.237399,Domestic - Cattle
784,Thailand,LSD,2022-01-24,8.11183,100.143767,Domestic - Cattle
785,Russian Federation,LSD,2021-12-16,54.236,62.522,Domestic - Cattle
786,Russian Federation,LSD,2022-03-24,54.236,62.522,Domestic - Cattle
787,Malaysia,LSD,2022-06-09,2.7827,103.4864,Domestic - Cattle
788,Malaysia,LSD,2022-01-04,3.638799,102.30679,Domestic - Cattle
789,Cambodia,LSD,2021-12-28,11.83149,104.77322,Domestic - Cattle
790,Malaysia,LSD,2022-01-04,4.179196,102.121294,Domestic - Cattle
791,Cambodia,LSD,2021-12-28,11.03578,105.35087,Domestic - Cattle
792,Cambodia,LSD,2021-12-28,11.16069,105.18831,Domestic - Cattle
793,Thailand,LSD,2022-02-23,16.729,99.52,Domestic - Cattle
794,Pakistan,LSD,2022-03-02,25.49,68.28552,Domestic - Cattle
795,Pakistan,LSD,2022-03-01,24.75983,67.91535,Domestic - Cattle
796,Malaysia,LSD,2022-01-04,3.59,102.21149,Domestic - Cattle
797,Malaysia,LSD,2022-06-09,3.59,102.21149,Domestic - Cattle
798,Malaysia,LSD,2022-01-04,4.069127,101.814681,Domestic - Cattle
799,Malaysia,LSD,2022-01-04,3.505978,102.24409,Domestic - Cattle
800,Malaysia,LSD,2022-06-09,1.95273,103.361609,Domestic - Cattle
801,Malaysia,LSD,2021-12-02,3.49387,102.0246,Domestic - Cattle
802,Malaysia,LSD,2022-06-09,2.17017,103.122144,Domestic - Cattle
803,Malaysia,LSD,2022-06-09,2.165583,103.122144,Domestic - Cattle
804,Malaysia,LSD,2022-06-09,2.190031,103.128017,Domestic - Cattle
805,Malaysia,LSD,2022-01-04,2.6285,103.629044,Domestic - Cattle
806,Malaysia,LSD,2021-12-02,4.085327,102.251376,Domestic - Cattle
807,Malaysia,LSD,2022-01-04,2.6422,103.676503,Domestic - Cattle
808,Malaysia,LSD,2021-12-02,3.667256,102.535013,Domestic - Cattle
809,Malaysia,LSD,2022-01-04,2.634204,103.677614,Domestic - Cattle
810,Malaysia,LSD,2022-01-04,2.64139,103.677585,Domestic - Cattle
811,Thailand,LSD,2022-02-02,16.478,98.819,Domestic - Cattle
812,Thailand,LSD,2022-02-02,17.0747,99.0457,Domestic - Cattle
813,Malaysia,LSD,2021-12-02,2.948474,101.737796,Domestic - Cattle
814,Russian Federation,LSD,2021-11-29,50.261706,115.311424,Domestic - Cattle
815,Malaysia,LSD,2022-01-04,2.641296,103.676588,Domestic - Cattle
816,Malaysia,LSD,2021-12-02,3.81686,102.43731,Domestic - Cattle
817,Malaysia,LSD,2021-12-02,3.49324,102.035736,Domestic - Cattle
818,Malaysia,LSD,2021-12-02,3.74662,102.56708,Domestic - Cattle
819,Malaysia,LSD,2021-12-02,3.974996,101.794866,Domestic - Cattle
820,Malaysia,LSD,2021-12-02,3.76088,102.24808,Domestic - Cattle
821,Viet Nam,LSD,2022-01-16,10.0784,106.538,Domestic - Cattle
822,Russian Federation,LSD,2021-12-28,52.8466,58.6737,Domestic - Cattle
823,Russian Federation,LSD,2021-12-28,52.854431,58.49194,Domestic - Cattle
824,Thailand,LSD,2021-11-10,8.42,99.963,Domestic - Cattle
825,Thailand,LSD,2021-11-10,9.205,99.861,Domestic - Cattle
826,Thailand,LSD,2021-11-10,8.1647,99.6808,Domestic - Cattle
827,Malaysia,LSD,2021-12-02,4.234913,101.944797,Domestic - Cattle
828,Russian Federation,LSD,2021-12-28,50.99334,114.271168,Domestic - Cattle
829,Malaysia,LSD,2021-12-02,2.5928,102.0589,Domestic - Cattle
830,Pakistan,LSD,2022-03-04,29.38111,71.64023,Domestic - Cattle
831,Thailand,LSD,2021-11-10,8.667,99.932,Domestic - Cattle
832,Thailand,LSD,2021-11-10,9.007,99.902,Domestic - Cattle
833,Russian Federation,LSD,2021-11-29,52.873997,58.51809,Domestic - Cattle
834,Russian Federation,LSD,2022-02-10,52.874,58.518,Domestic - Cattle
835,Cambodia,LSD,2021-11-04,13.081,107.046,Domestic - Cattle
836,Cambodia,LSD,2021-11-04,13.534,105.991,Domestic - Cattle
837,Cambodia,LSD,2021-11-04,13.868,107.298,Domestic - Cattle
838,Cambodia,LSD,2021-11-04,13.683,107.032,Domestic - Cattle
839,Cambodia,LSD,2021-11-04,12.49,105.913,Domestic - Cattle
840,Cambodia,LSD,2021-11-04,13.673,106.36,Domestic - Cattle
841,Malaysia,LSD,2021-12-02,1.80031,103.700998,Domestic - Cattle
842,Malaysia,LSD,2021-12-02,3.716384,103.009894,Domestic - Cattle
843,Cambodia,LSD,2021-11-04,12.03,106.344,Domestic - Cattle
844,Malaysia,LSD,2021-12-02,3.5734,102.692448,Domestic - Cattle
845,Malaysia,LSD,2021-12-02,3.912692,101.852234,Domestic - Cattle
846,Russian Federation,LSD,2021-12-28,50.51935,114.556507,Domestic - Cattle
847,Malaysia,LSD,2022-01-04,2.445303,102.206446,Domestic - Cattle
848,Cambodia,LSD,2021-11-01,10.886,106.138,Domestic - Cattle
849,Cambodia,LSD,2021-11-01,11.616,105.759,Domestic - Cattle
850,Cambodia,LSD,2021-11-01,11.786,105.59,Domestic - Cattle
851,Cambodia,LSD,2021-11-01,10.921,105.973,Domestic - Cattle
852,Cambodia,LSD,2021-11-01,11.225,105.562,Domestic - Cattle
853,Malaysia,LSD,2021-12-02,3.09473,102.38505,Domestic - Cattle
854,Cambodia,LSD,2021-11-01,11.677,105.968,Domestic - Cattle
855,Malaysia,LSD,2021-12-02,2.96595,102.979789,Domestic - Cattle
856,Malaysia,LSD,2022-01-04,2.378163,102.392966,Domestic - Cattle
857,Cambodia,LSD,2021-10-27,11.156,103.643,Domestic - Cattle
858,Malaysia,LSD,2021-12-02,3.749566,101.954312,Domestic - Cattle
859,Malaysia,LSD,2022-01-04,2.2021,102.377331,Domestic - Cattle
860,Thailand,LSD,2021-12-03,8.840833,99.194167,Domestic - Cattle
861,Cambodia,LSD,2021-10-27,11.562,103.076,Domestic - Cattle
862,Malaysia,LSD,2021-12-02,2.71619,103.558361,Domestic - Cattle
863,Malaysia,LSD,2021-12-02,3.5463,101.9672,Domestic - Cattle
864,Thailand,LSD,2021-12-03,9.572222,99.165,Domestic - Cattle
865,Malaysia,LSD,2021-12-02,3.394542,102.967191,Domestic - Cattle
866,Malaysia,LSD,2021-12-02,2.465985,102.052283,Domestic - Cattle
867,Malaysia,LSD,2021-12-02,2.503007,102.774553,Domestic - Cattle
868,Thailand,LSD,2021-12-03,9.109722,99.231944,Domestic - Cattle
869,Malaysia,LSD,2021-12-02,5.116278,101.003389,Domestic - Cattle
870,Malaysia,LSD,2022-01-04,2.451657,102.231029,Domestic - Cattle
871,Viet Nam,LSD,2022-01-16,10.058,106.576,Domestic - Cattle
872,Thailand,LSD,2021-12-03,9.03,98.953333,Domestic - Cattle
873,Cambodia,LSD,2021-10-27,10.867,104.626,Domestic - Cattle
874,Cambodia,LSD,2021-10-27,10.872,104.537,Domestic - Cattle
875,Cambodia,LSD,2021-10-17,11.528,104.595,Domestic - Cattle
876,Russian Federation,LSD,2021-11-12,51.49099,116.415597,Domestic - Cattle
877,Thailand,LSD,2021-12-03,9.280833,99.200833,Domestic - Cattle
878,Malaysia,LSD,2021-12-02,2.466631,102.060553,Domestic - Cattle
879,Malaysia,LSD,2021-12-02,1.517622,103.389718,Domestic - Cattle
880,Malaysia,LSD,2021-12-02,2.61886,102.052074,Domestic - Cattle
881,Cambodia,LSD,2021-10-17,11.697,104.546,Domestic - Cattle
882,Cambodia,LSD,2021-10-17,11.38497,104.36865,Domestic - Cattle
883,Thailand,LSD,2021-12-03,9.386667,99.2,Domestic - Cattle
884,Malaysia,LSD,2021-12-02,3.530784,103.282008,Domestic - Cattle
885,Malaysia,LSD,2021-12-02,2.59774,103.324346,Domestic - Cattle
886,Cambodia,LSD,2021-10-20,10.54,104.375,Domestic - Cattle
887,Cambodia,LSD,2021-10-27,11.0723,103.9959,Domestic - Cattle
888,Thailand,LSD,2021-12-03,9.313889,99.690278,Domestic - Cattle
889,Cambodia,LSD,2021-10-27,10.708,103.618,Domestic - Cattle
890,Malaysia,LSD,2021-12-02,2.374453,102.37252,Domestic - Cattle
891,Cambodia,LSD,2021-10-20,10.551,104.321,Domestic - Cattle
892,Cambodia,LSD,2021-10-20,11.238,104.765,Domestic - Cattle
893,Cambodia,LSD,2021-10-20,11.064,104.945,Domestic - Cattle
894,Thailand,LSD,2021-12-03,9.165556,99.471111,Domestic - Cattle | Domestic - Buffaloe
895,Thailand,LSD,2021-12-03,8.72,99.751667,Domestic - Cattle
896,Malaysia,LSD,2021-12-02,3.449916,101.595349,Domestic - Cattle
897,Malaysia,LSD,2021-12-02,2.557995,102.026725,Domestic - Cattle
898,Malaysia,LSD,2021-12-02,2.528549,102.037625,Domestic - Cattle
899,Cambodia,LSD,2021-10-17,11.57439,104.13147,Domestic - Cattle
900,Malaysia,LSD,2021-12-02,2.146764,102.434034,Domestic - Cattle
901,Malaysia,LSD,2021-12-02,2.18632,102.454783,Domestic - Cattle
902,Malaysia,LSD,2021-12-02,3.625557,101.579466,Domestic - Cattle
903,Malaysia,LSD,2021-12-02,2.844714,101.461515,Domestic - Cattle
904,Malaysia,LSD,2021-12-02,2.4816,102.05743,Domestic - Cattle
905,Malaysia,LSD,2021-12-02,2.994821,102.052103,Domestic - Cattle
906,Malaysia,LSD,2021-12-02,2.988624,101.730749,Domestic - Cattle
907,Viet Nam,LSD,2022-01-16,10.029,106.539,Domestic - Cattle
908,Malaysia,LSD,2021-12-02,2.29132,102.376377,Domestic - Cattle
909,Malaysia,LSD,2021-12-02,5.116278,101.003389,Domestic - Cattle
910,Malaysia,LSD,2021-12-02,3.045157,102.514189,Domestic - Cattle
911,Malaysia,LSD,2022-01-04,2.254935,102.188749,Domestic - Cattle
912,Cambodia,LSD,2021-10-11,12.418,104.43516,Domestic - Cattle
913,Cambodia,LSD,2021-10-11,12.44664,104.71571,Domestic - Cattle
914,Cambodia,LSD,2021-10-11,12.15685,104.87526,Domestic - Cattle
915,Malaysia,LSD,2021-12-02,2.30981,102.22407,Domestic - Cattle
916,Russian Federation,LSD,2021-11-12,50.571282,115.149526,Domestic - Cattle
917,Russian Federation,LSD,2021-11-12,50.552682,114.919031,Domestic - Cattle
918,Cambodia,LSD,2021-10-11,12.45061,104.45911,Domestic - Cattle
919,Malaysia,LSD,2021-12-02,2.878801,102.618979,Domestic - Cattle
920,Malaysia,LSD,2021-12-02,5.310473,103.044865,Domestic - Cattle
921,Malaysia,LSD,2021-12-02,5.249236,103.027437,Domestic - Cattle
922,Malaysia,LSD,2021-12-02,5.276869,103.0348,Domestic - Cattle
923,Malaysia,LSD,2021-12-02,5.30995,103.04553,Domestic - Cattle
924,Russian Federation,LSD,2021-11-12,50.57548,116.965089,Domestic - Cattle
925,Russian Federation,LSD,2021-11-12,50.397495,116.543805,Domestic - Cattle
926,Russian Federation,LSD,2021-11-12,50.57548,116.965089,Domestic - Cattle
927,Russian Federation,LSD,2021-11-12,50.57548,116.965089,Domestic - Cattle
928,Malaysia,LSD,2021-12-02,3.206705,101.549772,Domestic - Cattle
929,Malaysia,LSD,2021-12-02,3.193269,101.539576,Domestic - Cattle
930,Malaysia,LSD,2021-12-02,2.974193,101.709598,Domestic - Cattle
931,Malaysia,LSD,2022-01-04,3.73535,101.382317,Domestic - Cattle
932,Viet Nam,LSD,2022-01-16,10.1698,106.6449,Domestic - Cattle
933,Russian Federation,LSD,2021-11-16,50.701349,115.62927,Domestic - Cattle
934,Russian Federation,LSD,2021-11-16,50.5892,115.6184,Domestic - Cattle
935,Russian Federation,LSD,2021-11-16,51.355515,115.464847,Domestic - Cattle
936,Russian Federation,LSD,2021-11-15,50.829717,115.300902,Domestic - Cattle
937,Russian Federation,LSD,2021-11-16,51.021475,119.661489,Domestic - Cattle
938,Russian Federation,LSD,2021-11-16,51.2087,115.7941,Domestic - Cattle
939,Russian Federation,LSD,2021-11-16,51.475753,115.00341,Domestic - Cattle
940,Russian Federation,LSD,2021-11-16,51.537116,115.20611,Domestic - Cattle
941,Russian Federation,LSD,2021-11-16,51.406183,115.587566,Domestic - Cattle
942,Malaysia,LSD,2021-12-02,2.396045,102.158898,Domestic - Cattle
943,Malaysia,LSD,2021-12-02,2.426895,102.144551,Domestic - Cattle
944,Malaysia,LSD,2021-12-02,2.339474,102.177315,Domestic - Cattle
945,Malaysia,LSD,2021-12-02,2.160983,102.350913,Domestic - Cattle
946,Malaysia,LSD,2021-12-02,2.287253,102.48332,Domestic - Cattle
947,Cambodia,LSD,2021-09-29,12.544,103.881,Domestic - Cattle
948,Russian Federation,LSD,2021-11-12,51.456054,115.955775,Domestic - Cattle
949,Russian Federation,LSD,2021-11-12,50.920356,117.928297,Domestic - Cattle
950,Malaysia,LSD,2021-12-02,3.44142,101.2434,Domestic - Cattle
951,Malaysia,LSD,2021-12-02,2.297698,102.235144,Domestic - Cattle
952,Malaysia,LSD,2021-12-02,2.311591,102.229059,Domestic - Cattle
953,Cambodia,LSD,2021-09-29,12.64778,103.80042,Domestic - Cattle
954,Malaysia,LSD,2021-12-02,2.645996,101.748659,Domestic - Cattle
955,Thailand,LSD,2022-03-24,12.232,102.513,Domestic - Cattle
956,Thailand,LSD,2022-03-24,12.608,102.499,Domestic - Cattle
957,Thailand,LSD,2022-03-24,12.474,102.414,Domestic - Cattle
958,Malaysia,LSD,2021-12-02,2.28721,102.481775,Domestic - Cattle
959,Malaysia,LSD,2021-12-02,2.464101,102.413393,Domestic - Cattle
960,Thailand,LSD,2021-09-22,12.231667,102.513333,Domestic - Cattle
961,Malaysia,LSD,2021-12-02,2.36914,102.21095,Domestic - Cattle
962,Malaysia,LSD,2021-12-02,2.245484,102.29496,Domestic - Cattle
963,Malaysia,LSD,2021-12-02,2.372057,102.19083,Domestic - Cattle
964,Malaysia,LSD,2021-12-02,2.402633,102.150145,Domestic - Cattle
965,Malaysia,LSD,2021-12-02,2.42008,102.148899,Domestic - Cattle
966,Malaysia,LSD,2021-12-02,3.743742,101.418302,Domestic - Cattle
967,Malaysia,LSD,2021-12-02,2.196608,102.3276,Domestic - Cattle
968,Malaysia,LSD,2021-12-02,2.800789,102.356189,Domestic - Cattle
969,Malaysia,LSD,2021-12-02,3.089394,101.57382,Domestic - Cattle
970,Malaysia,LSD,2021-12-02,2.935645,102.270471,Domestic - Cattle
971,Malaysia,LSD,2021-12-02,2.14798,102.403688,Domestic - Cattle
972,Malaysia,LSD,2021-12-02,2.142613,102.376967,Domestic - Cattle
973,Russian Federation,LSD,2021-09-22,49.883688,118.046133,Domestic - Cattle
974,Malaysia,LSD,2021-12-02,3.94662,101.261789,Domestic - Cattle
975,Malaysia,LSD,2021-12-02,3.95481,101.261,Domestic - Cattle
976,Malaysia,LSD,2021-12-02,4.06525,101.240869,Domestic - Cattle
977,Malaysia,LSD,2021-12-02,4.172781,101.195513,Domestic - Cattle
978,Malaysia,LSD,2021-12-02,4.052428,101.228891,Domestic - Cattle
979,Malaysia,LSD,2021-12-02,4.188298,101.23791,Domestic - Cattle
980,Malaysia,LSD,2021-12-02,4.157999,101.175003,Domestic - Cattle
981,Malaysia,LSD,2021-12-02,4.158609,101.175668,Domestic - Cattle
982,Malaysia,LSD,2021-12-02,2.442578,102.109693,Domestic - Cattle
983,Nepal,LSD,2021-09-28,28.3046,81.2671,Domestic - Cattle
984,Russian Federation,LSD,2021-09-22,50.795413,115.598267,Domestic - Cattle
985,Russian Federation,LSD,2021-09-22,50.485143,116.30633,Domestic - Cattle
986,Russian Federation,LSD,2021-09-22,50.5527,115.2762,Domestic - Cattle
987,Russian Federation,LSD,2021-09-22,50.250634,116.571517,Domestic - Cattle
988,Russian Federation,LSD,2021-09-22,50.543693,116.249229,Domestic - Cattle
989,Russian Federation,LSD,2021-09-22,49.896556,115.701868,Domestic - Cattle
990,Russian Federation,LSD,2021-11-12,50.485143,116.30633,Domestic - Cattle
991,Russian Federation,LSD,2021-11-12,50.795413,115.598267,Domestic - Cattle
992,Nepal,LSD,2021-09-28,28.594988,81.669424,Domestic - Cattle | Domestic - Buffaloe
993,Malaysia,LSD,2021-12-02,2.291368,102.127546,Domestic - Cattle
994,Malaysia,LSD,2021-12-02,4.532671,100.70155,Domestic - Cattle
995,Malaysia,LSD,2021-12-02,4.497635,100.779403,Domestic - Cattle
996,Russian Federation,LSD,2021-09-15,51.885285,113.737539,Domestic - Cattle
997,Nepal,LSD,2021-10-01,28.1278,84.4105,Domestic - Buffaloe
998,Malaysia,LSD,2021-09-17,3.65442,101.28216,Domestic - Cattle
999,Nepal,LSD,2021-10-01,28.0487,84.8048,Domestic - Cattle
1000,Nepal,LSD,2021-10-01,28.0251,84.5181,Domestic - Cattle
1001,Cambodia,LSD,2021-09-16,12.65954,104.94574,Domestic - Cattle
1002,India,LSD,2022-09-02,22.06,74.883,Domestic - Cattle
1003,Malaysia,LSD,2021-12-02,2.708498,102.169553,Domestic - Cattle
1004,Malaysia,LSD,2021-12-02,4.53289,100.70225,Domestic - Cattle
1005,Malaysia,LSD,2021-12-02,3.94375,100.741174,Domestic - Cattle
1006,Russian Federation,LSD,2021-09-22,50.077536,117.059051,Domestic - Cattle
1007,Malaysia,LSD,2021-09-17,2.353,102.322791,Domestic - Cattle
1008,Malaysia,LSD,2021-09-17,2.126,102.435767,Domestic - Cattle
1009,Russian Federation,LSD,2021-09-15,51.947769,113.623939,Domestic - Cattle
1010,Mongolia,LSD,2021-09-07,49.393,114.389,Domestic - Cattle
1011,Malaysia,LSD,2021-09-07,2.269,102.162,Domestic - Cattle
1012,Malaysia,LSD,2021-09-07,2.262,102.163,Domestic - Cattle
1013,Malaysia,LSD,2021-09-17,2.297,102.15984,Domestic - Cattle
1014,Russian Federation,LSD,2021-09-01,50.374858,115.69999,Domestic - Cattle
1015,Russian Federation,LSD,2021-09-15,50.375112,115.700324,Domestic - Cattle
1016,Cambodia,LSD,2021-09-04,13.5,103.34,Domestic - Cattle
1017,Cambodia,LSD,2021-09-21,13.26822,102.95507,Domestic - Cattle
1018,Mongolia,LSD,2021-09-07,49.39,115.176,Domestic - Cattle
1019,India,LSD,2022-09-02,28.641,76.985,Domestic - Cattle
1020,India,LSD,2022-09-02,28.593,77.035,Domestic - Cattle
1021,Nepal,LSD,2021-10-01,27.9356,84.4091,Domestic - Cattle
1022,Mongolia,LSD,2021-09-07,49.876,115.759,Domestic - Cattle
1023,Nepal,LSD,2021-10-01,28.0047,84.2793,Domestic - Cattle
1024,Malaysia,LSD,2021-09-17,4.4572,100.782136,Domestic - Cattle
1025,Malaysia,LSD,2021-09-07,2.839,102.584,Domestic - Cattle
1026,Malaysia,LSD,2021-12-02,3.252045,101.675842,Domestic - Cattle
1027,Russian Federation,LSD,2021-09-01,50.728983,115.970662,Domestic - Cattle
1028,India,LSD,2022-09-02,23.251,77.435,Domestic - Cattle
1029,Malaysia,LSD,2021-09-07,2.579,101.952,Domestic - Cattle
1030,Malaysia,LSD,2021-09-07,2.933,102.527,Domestic - Cattle
1031,Malaysia,LSD,2021-09-07,2.744,101.458,Domestic - Cattle
1032,Malaysia,LSD,2021-09-17,5.085594,101.01075,Domestic - Cattle
1033,Malaysia,LSD,2021-09-17,5.143083,101.025667,Domestic - Cattle
1034,Malaysia,LSD,2021-09-17,3.167,101.443064,Domestic - Cattle
1035,Cambodia,LSD,2021-09-14,13.06416,104.49967,Domestic - Cattle
1036,Malaysia,LSD,2021-09-17,2.971,101.527674,Domestic - Cattle
1037,Malaysia,LSD,2021-12-02,4.591313,101.078335,Domestic - Cattle
1038,Malaysia,LSD,2021-09-07,2.903,102.42166,Domestic - Cattle
1039,Malaysia,LSD,2021-09-07,5.2189,103.087081,Domestic - Cattle
1040,Malaysia,LSD,2021-09-07,5.103,103.091,Domestic - Cattle
1041,Malaysia,LSD,2021-09-17,4.360805,100.637072,Domestic - Cattle
1042,Malaysia,LSD,2021-09-07,2.94233,102.41456,Domestic - Cattle
1043,Malaysia,LSD,2021-09-07,2.90307,102.42166,Domestic - Cattle
1044,Malaysia,LSD,2021-09-07,5.211,103.108,Domestic - Cattle
1045,Malaysia,LSD,2021-09-07,2.511335,102.169034,Domestic - Cattle
1046,Malaysia,LSD,2021-09-07,5.235,103.101,Domestic - Cattle
1047,Viet Nam,LSD,2022-01-16,10.095,106.561,Domestic - Cattle
1048,Nepal,LSD,2021-08-18,28.841,81.322,Domestic - Cattle
1049,Malaysia,LSD,2021-12-02,3.985987,101.124078,Domestic - Cattle
1050,Malaysia,LSD,2021-12-02,3.368405,101.327484,Domestic - Cattle
1051,Malaysia,LSD,2021-12-02,3.223084,101.336032,Domestic - Cattle
1052,Thailand,LSD,2022-05-09,12.703082,101.929916,Domestic - Cattle
1053,Thailand,LSD,2021-08-24,12.703082,101.929916,Domestic - Cattle
1054,Malaysia,LSD,2021-09-07,3.393235,101.520663,Domestic - Cattle
1055,Malaysia,LSD,2021-09-07,2.818159,102.482671,Domestic - Cattle
1056,Malaysia,LSD,2021-09-07,2.894539,102.429869,Domestic - Cattle
1057,Thailand,LSD,2021-08-24,14.610381,98.694224,Domestic - Cattle
1058,Thailand,LSD,2021-08-24,19.559291,100.940089,Domestic - Cattle
1059,Thailand,LSD,2021-08-23,18.870278,99.136667,Domestic - Cattle | Domestic - Buffaloe
1060,Thailand,LSD,2021-08-24,18.474444,98.783611,Domestic - Cattle
1061,Thailand,LSD,2021-08-24,19.890653,99.257579,Domestic - Cattle
1062,Thailand,LSD,2021-08-24,18.909808,99.104951,Domestic - Cattle
1063,Thailand,LSD,2021-08-24,19.121944,98.943611,Domestic - Cattle
1064,Thailand,LSD,2021-08-24,18.700672,99.223146,Domestic - Cattle
1065,Malaysia,LSD,2021-08-15,3.393235,101.520663,Domestic - Cattle
1066,Thailand,LSD,2021-08-24,18.947343,100.46855,Domestic - Cattle
1067,Thailand,LSD,2021-10-06,13.542778,100.993889,Domestic - Cattle
1068,Thailand,LSD,2021-10-06,13.733174,101.221579,Domestic - Cattle
1069,Thailand,LSD,2021-10-06,13.444722,101.611111,Domestic - Cattle
1070,Cambodia,LSD,2021-08-19,11.697,104.985,Domestic - Cattle
1071,Thailand,LSD,2021-08-24,17.89993,99.9535,Domestic - Cattle
1072,Nepal,LSD,2021-08-18,28.858,81.61,Domestic - Cattle
1073,Malaysia,LSD,2021-09-07,5.913,102.08,Domestic - Cattle
1074,Malaysia,LSD,2021-12-02,6.245195,100.521398,Domestic - Cattle
1075,Malaysia,LSD,2021-08-15,2.234044,102.365419,Domestic - Cattle
1076,Nepal,LSD,2021-08-15,29.14118,81.08142,Domestic - Cattle
1077,Nepal,LSD,2021-08-15,28.89222,80.38979,Domestic - Cattle
1078,Malaysia,LSD,2021-08-15,5.796809,102.528977,Domestic - Cattle
1079,Malaysia,LSD,2021-09-07,2.888,102.372,Domestic - Cattle
1080,Malaysia,LSD,2021-09-07,4.743281,101.119913,Domestic - Cattle
1081,Malaysia,LSD,2021-09-07,3.086,101.368,Domestic - Cattle
1082,Malaysia,LSD,2021-08-15,2.888444,102.371874,Domestic - Cattle
1083,Malaysia,LSD,2021-08-15,5.25189,100.47694,Domestic - Cattle
1084,Thailand,LSD,2021-08-24,20.113684,99.833928,Domestic - Cattle
1085,Viet Nam,LSD,2022-01-16,10.092,106.588,Domestic - Cattle
1086,Nepal,LSD,2021-08-06,28.6365,80.9479,Domestic - Cattle
1087,Thailand,LSD,2021-08-24,13.997507,101.008722,Domestic - Cattle
1088,Malaysia,LSD,2021-08-15,5.18003,100.47121,Domestic - Cattle
1089,Malaysia,LSD,2021-08-15,5.13856,100.45938,Domestic - Cattle
1090,Malaysia,LSD,2021-08-15,2.869722,101.928333,Domestic - Cattle
1091,Thailand,LSD,2021-08-24,19.436755,99.427609,Domestic - Cattle
1092,Malaysia,LSD,2021-09-07,3.849,100.937,Domestic - Cattle
1093,Malaysia,LSD,2021-09-07,3.629,101.053,Domestic - Cattle
1094,Malaysia,LSD,2021-08-15,2.852756,102.435427,Domestic - Cattle
1095,Thailand,LSD,2021-08-24,17.192412,100.024379,Domestic - Cattle
1096,Malaysia,LSD,2021-12-02,3.340483,101.259724,Domestic - Cattle
1097,Malaysia,LSD,2021-12-02,4.096935,101.258078,Domestic - Cattle
1098,Thailand,LSD,2021-08-24,19.803904,100.230727,Domestic - Cattle
1099,Malaysia,LSD,2021-08-15,5.22954,103.079158,Domestic - Cattle
1100,Thailand,LSD,2021-08-24,13.781957,101.276466,Domestic - Cattle
1101,Malaysia,LSD,2021-09-07,4.143408,100.938731,Domestic - Cattle
1102,Thailand,LSD,2021-08-24,7.623953,100.040773,Domestic - Cattle
1103,Thailand,LSD,2021-08-24,19.756335,99.757151,Domestic - Cattle
1104,Thailand,LSD,2021-08-24,8.610525,98.754195,Domestic - Cattle
1105,Thailand,LSD,2021-08-24,13.221082,101.420361,Domestic - Cattle
1106,Malaysia,LSD,2021-09-07,4.354019,100.844918,Domestic - Cattle
1107,Malaysia,LSD,2021-09-07,4.349982,100.839065,Domestic - Cattle
1108,Malaysia,LSD,2021-09-17,4.902,101.060091,Domestic - Cattle
1109,Thailand,LSD,2021-08-24,14.270595,100.552366,Domestic - Cattle
1110,Malaysia,LSD,2021-09-07,6.071,102.108,Domestic - Cattle
1111,Thailand,LSD,2021-08-24,16.407377,104.57868,Domestic - Cattle
1112,Thailand,LSD,2021-08-24,13.239551,102.143112,Domestic - Cattle
1113,Malaysia,LSD,2021-08-15,6.671158,100.280691,Domestic - Cattle
1114,Malaysia,LSD,2021-08-15,6.6258,100.2577,Domestic - Cattle
1115,Thailand,LSD,2021-08-24,8.197744,98.893533,Domestic - Cattle
1116,Thailand,LSD,2021-08-24,6.779623,100.667608,Domestic - Cattle
1117,Thailand,LSD,2021-08-24,18.754852,100.000217,Domestic - Cattle
1118,Thailand,LSD,2021-07-29,13.451667,101.176667,Domestic - Cattle
